	Sample_ID	calc_gr	calc_volumeloss	Species	Drop_out	Dilution
225	BS3.0_B5	TRUE	FALSE	MG1655	FALSE	5.0
226	BS3.0_C5	TRUE	FALSE	MG1655	FALSE	5.0
227	BS3.0_D5	TRUE	FALSE	MG1655	FALSE	5.0
228	BS3.0_E5	TRUE	FALSE	MG1655	FALSE	5.0
229	BS3.0_F5	TRUE	FALSE	MG1655	FALSE	5.0
230	BS3.0_G5	TRUE	FALSE	MG1655	FALSE	5.0
231	BS3.0_H5	TRUE	FALSE	MG1655	FALSE	5.0
232	BS3.0_A6	TRUE	FALSE	SIJ216	FALSE	5.0
233	BS3.0_B6	TRUE	FALSE	SIJ216	FALSE	5.0
234	BS3.0_C6	TRUE	FALSE	SIJ216	FALSE	5.0
235	BS3.0_D6	TRUE	FALSE	SIJ216	FALSE	5.0
236	BS3.0_E6	FALSE	TRUE	MG1655	FALSE	5.0
237	BS3.0_F6	FALSE	TRUE	MG1655	FALSE	5.0
238	BS3.0_G6	FALSE	TRUE	MG1655	FALSE	5.0
239	BS3.0_H6	FALSE	TRUE	MG1655	FALSE	5.0
240	BS3.0_A7	TRUE	FALSE	MG1655	FALSE	5.0
241	BS3.0_B7	TRUE	FALSE	MG1655	FALSE	5.0
242	BS3.0_C7	TRUE	FALSE	MG1655	FALSE	5.0
243	BS3.0_D7	TRUE	FALSE	MG1655	FALSE	5.0
244	BS3.0_E7	TRUE	FALSE	MG1655	FALSE	5.0
245	BS3.0_F7	TRUE	FALSE	MG1655	FALSE	5.0
246	BS3.0_G7	TRUE	FALSE	MG1655	FALSE	5.0
247	BS3.0_H7	TRUE	FALSE	MG1655	FALSE	5.0
248	BS3.0_A8	TRUE	FALSE	MG1655	FALSE	5.0
249	BS3.0_B8	TRUE	FALSE	MG1655	FALSE	5.0
250	BS3.0_C8	TRUE	FALSE	MG1655	FALSE	5.0
251	BS3.0_D8	TRUE	FALSE	MG1655	FALSE	5.0
252	BS3.0_E8	TRUE	FALSE	MG1655	FALSE	5.0
253	BS3.0_F8	TRUE	FALSE	MG1655	FALSE	5.0
254	BS3.0_G8	TRUE	FALSE	MG1655	FALSE	5.0
255	BS3.0_H8	TRUE	FALSE	MG1655	FALSE	5.0
256	BS3.0_A9	TRUE	FALSE	SIJ216	FALSE	5.0
257	BS3.0_B9	TRUE	FALSE	SIJ216	FALSE	5.0
258	BS3.0_C9	TRUE	FALSE	SIJ216	FALSE	5.0
259	BS3.0_D9	TRUE	FALSE	SIJ216	FALSE	5.0
260	BS3.0_E9	FALSE	TRUE	MG1655	FALSE	5.0
261	BS3.0_F9	FALSE	TRUE	MG1655	FALSE	5.0
262	BS3.0_G9	FALSE	TRUE	MG1655	FALSE	5.0
263	BS3.0_H9	FALSE	TRUE	MG1655	FALSE	5.0
264	BS3.0_A10	TRUE	FALSE	MG1655	FALSE	5.0
265	BS3.0_B10	TRUE	FALSE	MG1655	FALSE	5.0
266	BS3.0_C10	TRUE	FALSE	MG1655	FALSE	5.0
267	BS3.0_D10	TRUE	FALSE	MG1655	FALSE	5.0
268	BS3.0_E10	TRUE	FALSE	MG1655	FALSE	5.0
269	BS3.0_F10	TRUE	FALSE	MG1655	FALSE	5.0
270	BS3.0_G10	TRUE	FALSE	MG1655	FALSE	5.0
271	BS3.0_H10	TRUE	FALSE	MG1655	FALSE	5.0
272	BS3.0_A11	TRUE	FALSE	MG1655	FALSE	5.0
273	BS3.0_B11	TRUE	FALSE	MG1655	FALSE	5.0
274	BS3.0_C11	TRUE	FALSE	MG1655	FALSE	5.0
275	BS3.0_D11	TRUE	FALSE	MG1655	FALSE	5.0
276	BS3.0_E11	TRUE	FALSE	MG1655	FALSE	5.0
277	BS3.0_F11	TRUE	FALSE	MG1655	FALSE	5.0
278	BS3.0_G11	TRUE	FALSE	MG1655	FALSE	5.0
279	BS3.0_H11	TRUE	FALSE	MG1655	FALSE	5.0
280	BS3.0_A12	TRUE	FALSE	MG1655	FALSE	5.0
281	BS3.0_B12	TRUE	FALSE	MG1655	FALSE	5.0
282	BS3.0_C12	TRUE	FALSE	MG1655	FALSE	5.0
283	BS3.0_D12	TRUE	FALSE	MG1655	FALSE	5.0
284	BS3.0_E12	FALSE	TRUE	MG1655	FALSE	5.0
285	BS3.0_F12	FALSE	TRUE	MG1655	FALSE	5.0
286	BS3.0_G12	FALSE	TRUE	MG1655	FALSE	5.0
287	BS3.0_H12	FALSE	TRUE	MG1655	FALSE	5.0
